CrashID,BikeAge,BikeAgeGrp,BikeAlcDrg,BikeAlcFlg,BikeDir,BikeInjury,BikePos,BikeRace,BikeSex,DrvrAge,DrvrAgeGrp,DrvrAlcDrg,DrvrAlcFlg,DrvrInjury,DrvrRace,DrvrSex,DrvrVehTyp
102000328,51,50-59,.,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,57,50-59,.,No,O: No Injury,White,Female,Van
102001155,17,16-19,.,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,39,30-39,.,No,O: No Injury,White,Female,Passenger Car
102001182,15,15-Nov,.,No,Unknown,B: Suspected Minor Injury,Travel Lane,Black,Male,45,40-49,.,No,O: No Injury,Black,Female,Sport Utility
102001306,51,50-59,.,Yes,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,22,20-24,.,No,O: No Injury,White,Female,Pickup
102001672,51,50-59,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,55,50-59,.,No,O: No Injury,Black,Male,Pickup
102002445,6,06-Oct,.,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,61,60-69,.,No,O: No Injury,Black,Female,Passenger Car
102002454,33,30-39,.,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,31,30-39,.,No,O: No Injury,White,Male,Pickup
102002759,7,06-Oct,.,No,Unknown,C: Possible Injury,Travel Lane,Black,Male,22,20-24,.,No,O: No Injury,Hispanic,Male,Van
102002848,7,06-Oct,.,No,Not Applicable,B: Suspected Minor Injury,Driveway / Alley,White,Female,17,0-19,.,No,O: No Injury,White,Male,Sport Utility
102002860,16,16-19,.,No,Not Applicable,C: Possible Injury,Unknown,Black,Male,59,50-59,.,No,O: No Injury,White,Male,Pickup
102002933,11,15-Nov,.,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,24,20-24,.,No,O: No Injury,Black,Female,Passenger Car
102003018,999,Unknown,.,No,Unknown,Unknown Injury,Travel Lane,Black,Male,55,50-59,.,No,O: No Injury,Black,Female,Passenger Car
102003127,7,06-Oct,.,No,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,30,30-39,.,No,O: No Injury,Black,Female,Passenger Car
102003420,12,15-Nov,.,No,Not Applicable,B: Suspected Minor Injury,Unknown,Black,Male,44,40-49,.,No,O: No Injury,White,Female,Passenger Car
102003510,65,60-69,.,Yes,Unknown,C: Possible Injury,Unknown,Black,Male,70+,70+,.,No,O: No Injury,White,Male,Pickup
102004322,12,15-Nov,.,No,Unknown,Unknown Injury,Unknown,Unknown/Missing,Unknown,39,30-39,.,No,O: No Injury,White,Female,Passenger Car
102004716,36,30-39,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,52,50-59,.,No,O: No Injury,Black,Male,Passenger Car
102004886,41,40-49,.,No,With Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,23,20-24,.,No,O: No Injury,Black,Female,Passenger Car
102005547,23,20-24,.,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,70+,70+,.,No,O: No Injury,White,Male,Passenger Car
102005587,40,40-49,.,No,Unknown,O: No Injury,Travel Lane,Black,Male,19,0-19,.,No,O: No Injury,White,Female,Passenger Car
102005864,47,40-49,.,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,58,50-59,.,No,O: No Injury,Black,Female,Passenger Car
102005982,21,20-24,.,No,Unknown,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,53,50-59,.,No,O: No Injury,White,Male,Passenger Car
102006169,30,30-39,.,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,999,Unknown,.,No,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
102006234,13,15-Nov,.,No,With Traffic,C: Possible Injury,Unknown,Hispanic,Male,55,50-59,.,No,O: No Injury,White,Female,Passenger Car
102006305,43,40-49,.,No,With Traffic,Unknown Injury,Travel Lane,White,Male,38,30-39,.,No,Unknown Injury,White,Male,Passenger Car
102007152,15,15-Nov,.,No,With Traffic,A: Suspected Serious Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,53,50-59,.,No,O: No Injury,White,Male,Pickup
102007518,12,15-Nov,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,40,40-49,.,No,O: No Injury,White,Female,Passenger Car
102007647,8,06-Oct,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,41,40-49,.,No,O: No Injury,Black,Female,Passenger Car
102007857,16,16-19,.,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,29,25-29,.,No,O: No Injury,White,Female,Passenger Car
102007951,18,16-19,.,No,Not Applicable,B: Suspected Minor Injury,Unknown,Black,Female,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
102008807,39,30-39,.,No,Unknown,C: Possible Injury,Travel Lane,Black,Female,34,30-39,.,No,O: No Injury,Black,Male,Pickup
102008814,35,30-39,.,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Female,32,30-39,.,No,O: No Injury,Black,Female,Sport Utility
102008912,25,25-29,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,52,50-59,.,No,O: No Injury,White,Female,Passenger Car
102008973,20,20-24,.,No,Not Applicable,C: Possible Injury,Unknown,Black,Female,60,60-69,.,No,O: No Injury,Black,Male,Passenger Car
102009007,46,40-49,.,No,With Traffic,K: Killed,Travel Lane,White,Male,19,0-19,.,No,O: No Injury,White,Male,Sport Utility
102009100,16,16-19,.,No,Facing Traffic,C: Possible Injury,Unknown,Black,Male,59,50-59,.,No,O: No Injury,White,Male,Passenger Car
102009710,11,15-Nov,.,No,Unknown,B: Suspected Minor Injury,Travel Lane,White,Female,33,30-39,.,No,O: No Injury,White,Male,Van
102010296,16,16-19,.,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,53,50-59,.,No,O: No Injury,White,Male,Van
102010360,5,0-5,.,No,Unknown,B: Suspected Minor Injury,Non-Roadway,Native American,Male,23,20-24,.,No,O: No Injury,Black,Female,Passenger Car
102010605,14,15-Nov,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,58,50-59,.,No,O: No Injury,White,Female,Passenger Car
102010699,45,40-49,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,70+,70+,.,No,O: No Injury,White,Female,Passenger Car
102011237,29,25-29,.,No,With Traffic,O: No Injury,Unknown,White,Male,22,20-24,.,No,O: No Injury,Black,Male,Unknown
102011587,34,30-39,.,Yes,Unknown,C: Possible Injury,Unknown,White,Male,40,40-49,.,No,O: No Injury,White,Female,Passenger Car
102012610,20,20-24,.,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,40,40-49,.,Yes,O: No Injury,White,Female,Passenger Car
102012848,5,0-5,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,41,40-49,.,No,O: No Injury,White,Male,Pickup
102013212,8,06-Oct,.,No,Not Applicable,O: No Injury,Driveway / Alley,Black,Male,29,25-29,.,No,O: No Injury,Black,Female,Passenger Car
102013506,10,06-Oct,.,No,Not Applicable,B: Suspected Minor Injury,Driveway / Alley,White,Male,26,25-29,.,No,O: No Injury,White,Male,Passenger Car
102013589,29,25-29,.,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,70+,70+,.,No,O: No Injury,White,Male,Passenger Car
102013606,39,30-39,.,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,27,25-29,.,No,O: No Injury,White,Male,Pickup
102013726,39,30-39,.,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,24,20-24,.,No,O: No Injury,White,Male,Passenger Car
102013761,37,30-39,.,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Female,29,25-29,.,No,O: No Injury,Black,Female,Passenger Car
102013839,9,06-Oct,.,No,Not Applicable,C: Possible Injury,Bike Lane / Paved Shoulder,Black,Female,52,50-59,.,No,O: No Injury,Black,Male,Passenger Car
102014237,41,40-49,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,34,30-39,.,No,O: No Injury,White,Male,Passenger Car
102014785,21,20-24,.,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,40,40-49,.,No,O: No Injury,White,Female,Sport Utility
102015160,40,40-49,.,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,Black,Male,53,50-59,.,No,O: No Injury,Black,Female,Van
102015710,11,15-Nov,.,No,Unknown,C: Possible Injury,Non-Roadway,Black,Male,41,40-49,.,No,O: No Injury,Black,Male,Sport Utility
102015915,20,20-24,.,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102016389,35,30-39,.,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,37,30-39,.,No,O: No Injury,White,Female,Passenger Car
102016810,21,20-24,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,20,20-24,.,No,O: No Injury,White,Male,Passenger Car
102017546,7,06-Oct,.,No,Not Applicable,C: Possible Injury,Driveway / Alley,White,Male,41,40-49,.,No,O: No Injury,White,Female,Sport Utility
102017869,999,Unknown,.,Missing,Facing Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,35,30-39,.,No,O: No Injury,White,Female,Passenger Car
102018132,26,25-29,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102018423,6,06-Oct,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,35,30-39,.,No,O: No Injury,White,Male,Passenger Car
102018906,13,15-Nov,.,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,27,25-29,.,No,O: No Injury,White,Male,Passenger Car
102019053,18,16-19,.,No,Unknown,B: Suspected Minor Injury,Non-Roadway,White,Male,32,30-39,.,No,O: No Injury,White,Female,Passenger Car
102020489,59,50-59,.,No,Facing Traffic,O: No Injury,Travel Lane,Native American,Male,44,40-49,.,No,O: No Injury,Native American,Female,Van
102020588,9,06-Oct,.,No,Unknown,B: Suspected Minor Injury,Driveway / Alley,White,Male,36,30-39,.,No,O: No Injury,White,Female,Passenger Car
102020751,9,06-Oct,.,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Female,45,40-49,.,No,O: No Injury,Black,Male,Pickup
102020977,48,40-49,.,Yes,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,21,20-24,.,No,O: No Injury,White,Male,Pickup
102021034,24,20-24,.,No,Not Applicable,O: No Injury,Non-Roadway,White,Male,54,50-59,.,No,O: No Injury,Black,Male,Pickup
102021149,15,15-Nov,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,41,40-49,.,No,O: No Injury,Black,Male,Van
102021422,46,40-49,.,No,Facing Traffic,O: No Injury,Travel Lane,Black,Male,57,50-59,.,No,O: No Injury,Black,Female,Passenger Car
102021481,36,30-39,.,No,With Traffic,O: No Injury,Travel Lane,Black,Male,45,40-49,.,No,O: No Injury,White,Female,Passenger Car
102021487,70+,70+,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,21,20-24,.,No,O: No Injury,Hispanic,Female,Passenger Car
102022064,11,15-Nov,.,No,Not Applicable,C: Possible Injury,Driveway / Alley,White,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102022290,45,40-49,.,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,22,20-24,.,No,O: No Injury,Black,Female,Passenger Car
102022528,10,06-Oct,.,No,Unknown,C: Possible Injury,Non-Roadway,White,Male,67,60-69,.,No,O: No Injury,White,Female,Passenger Car
102022697,18,16-19,.,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Female,46,40-49,.,No,O: No Injury,White,Male,Van
102022741,6,06-Oct,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,41,40-49,.,No,O: No Injury,White,Female,Passenger Car
102022950,12,15-Nov,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,45,40-49,.,No,O: No Injury,White,Male,Pickup
102023039,52,50-59,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,70+,70+,.,No,O: No Injury,White,Female,Passenger Car
102023272,7,06-Oct,.,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Female,41,40-49,.,No,O: No Injury,White,Male,Pickup
102024291,24,20-24,.,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,34,30-39,.,No,O: No Injury,White,Male,Passenger Car
102024425,37,30-39,.,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,45,40-49,.,No,O: No Injury,Black,Male,Van
102024456,26,25-29,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,57,50-59,.,No,O: No Injury,Black,Male,Passenger Car
102024518,23,20-24,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,27,25-29,.,No,O: No Injury,Black,Male,Unknown
102024566,53,50-59,.,No,Facing Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,70+,70+,.,No,B: Suspected Minor Injury,Black,Male,Passenger Car
102025071,70+,70+,.,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,57,50-59,.,No,O: No Injury,Black,Male,Van
102025114,30,30-39,.,No,Unknown,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
102025633,9,06-Oct,.,No,Facing Traffic,A: Suspected Serious Injury,Unknown,Hispanic,Male,17,0-19,.,No,O: No Injury,Black,Female,Passenger Car
102026025,14,15-Nov,.,No,With Traffic,C: Possible Injury,Travel Lane,Asian,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102026330,46,40-49,.,No,Unknown,B: Suspected Minor Injury,Non-Roadway,Black,Male,36,30-39,.,No,O: No Injury,White,Female,Passenger Car
102026378,13,15-Nov,.,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,43,40-49,.,No,O: No Injury,White,Female,Passenger Car
102026452,44,40-49,.,No,With Traffic,C: Possible Injury,Unknown,Black,Male,36,30-39,.,No,O: No Injury,White,Male,Pickup
102026695,18,16-19,.,No,With Traffic,O: No Injury,Unknown,White,Male,54,50-59,.,No,O: No Injury,White,Female,Passenger Car
102027401,70+,70+,.,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,43,40-49,.,No,O: No Injury,Other,Male,Sport Utility
102027437,13,15-Nov,.,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,57,50-59,.,No,O: No Injury,Black,Male,Pickup
102027665,11,15-Nov,.,No,Unknown,C: Possible Injury,Travel Lane,White,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102027862,17,16-19,.,No,With Traffic,O: No Injury,Travel Lane,White,Male,53,50-59,.,No,O: No Injury,White,Male,Passenger Car
102027982,45,40-49,.,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,32,30-39,.,No,O: No Injury,White,Male,Passenger Car
102028774,28,25-29,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,36,30-39,.,No,O: No Injury,Black,Male,"Single Unit Truck (2-Axle, 6-Tire)"
102028877,47,40-49,.,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,66,60-69,.,No,O: No Injury,White,Female,Passenger Car
102029888,15,15-Nov,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,51,50-59,.,No,O: No Injury,White,Female,Passenger Car
102030195,61,60-69,.,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,35,30-39,.,No,O: No Injury,Hispanic,Male,Pickup
102030352,54,50-59,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,16,0-19,.,No,O: No Injury,Black,Female,Pickup
102030357,20,20-24,.,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,40,40-49,.,No,O: No Injury,White,Male,Pickup
102030656,20,20-24,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102030754,39,30-39,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,51,50-59,.,No,O: No Injury,Black,Female,Passenger Car
102031234,20,20-24,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Asian,Male,26,25-29,.,No,O: No Injury,Asian,Female,Passenger Car
102031450,12,15-Nov,.,No,Unknown,B: Suspected Minor Injury,Travel Lane,Black,Male,22,20-24,.,No,O: No Injury,White,Male,Passenger Car
102032504,8,06-Oct,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Female,67,60-69,.,No,O: No Injury,Black,Male,Passenger Car
102032792,52,50-59,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,70+,70+,.,No,O: No Injury,White,Male,Passenger Car
102032872,32,30-39,.,No,Facing Traffic,O: No Injury,Travel Lane,Black,Male,35,30-39,.,No,O: No Injury,Black,Female,Passenger Car
102033423,56,50-59,.,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,21,20-24,.,No,O: No Injury,Black,Male,Passenger Car
102033716,49,40-49,.,No,With Traffic,B: Suspected Minor Injury,Unknown,White,Male,20,20-24,.,No,O: No Injury,White,Male,Passenger Car
102033774,35,30-39,.,Yes,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102033890,6,06-Oct,.,No,Unknown,A: Suspected Serious Injury,Travel Lane,Black,Male,18,0-19,.,No,O: No Injury,Black,Female,Passenger Car
102034286,23,20-24,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102034859,26,25-29,.,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,50,50-59,.,No,O: No Injury,White,Female,Sport Utility
102035196,8,06-Oct,.,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,29,25-29,.,No,O: No Injury,White,Male,Passenger Car
102035222,9,06-Oct,.,No,Not Applicable,B: Suspected Minor Injury,Driveway / Alley,Black,Male,31,30-39,.,No,O: No Injury,Black,Female,Passenger Car
102035299,22,20-24,.,No,Unknown,O: No Injury,Non-Roadway,White,Male,22,20-24,.,No,O: No Injury,Hispanic,Female,Pickup
102035526,18,16-19,.,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,21,20-24,.,No,O: No Injury,White,Male,Pickup
102035533,29,25-29,.,No,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,23,20-24,.,No,O: No Injury,Black,Female,Passenger Car
102035607,24,20-24,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,43,40-49,.,No,O: No Injury,White,Female,Passenger Car
102036174,13,15-Nov,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,20,20-24,.,No,O: No Injury,White,Male,Passenger Car
102036266,32,30-39,.,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,27,25-29,.,No,O: No Injury,White,Male,Pickup
102036421,47,40-49,.,Yes,With Traffic,C: Possible Injury,Travel Lane,Black,Male,24,20-24,.,No,O: No Injury,Black,Male,Sport Utility
102036826,21,20-24,.,No,Facing Traffic,A: Suspected Serious Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,22,20-24,.,No,O: No Injury,White,Female,Sport Utility
102037240,42,40-49,.,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,42,40-49,.,No,O: No Injury,Black,Male,Passenger Car
102037433,44,40-49,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102038331,48,40-49,.,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Other,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102038651,8,06-Oct,.,No,With Traffic,C: Possible Injury,Unknown,Black,Female,58,50-59,.,No,O: No Injury,Other,Male,Passenger Car
102038747,42,40-49,.,No,Facing Traffic,C: Possible Injury,Travel Lane,Hispanic,Male,26,25-29,.,No,O: No Injury,White,Male,Sport Utility
102039069,54,50-59,.,No,Unknown,C: Possible Injury,Travel Lane,White,Male,27,25-29,.,No,O: No Injury,Black,Male,Passenger Car
102039954,999,Unknown,.,Yes,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,25,25-29,.,No,O: No Injury,White,Male,Sport Utility
102040045,28,25-29,.,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,16,0-19,.,No,O: No Injury,White,Female,Unknown
102040101,10,06-Oct,.,No,Not Applicable,B: Suspected Minor Injury,Driveway / Alley,Black,Male,28,25-29,.,No,O: No Injury,White,Male,Pickup
102040399,47,40-49,.,No,Facing Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,.,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
102040493,5,0-5,.,No,Unknown,C: Possible Injury,Travel Lane,Hispanic,Male,48,40-49,.,No,O: No Injury,Hispanic,Female,Passenger Car
